"Package" "LibPath" "Version" "Priority" "Depends" "Imports" "LinkingTo" "Suggests" "Enhances" "License" "License_is_FOSS" "License_restricts_use" "OS_type" "MD5sum" "NeedsCompilation" "Built"
BSgenome.Scerevisiae.UCSC.sacCer1,
BSgenome.Hsapiens.NCBI.GRCh38,
TxDb.Hsapiens.UCSC.hg38.knownGene,
TxDb.Mmusculus.UCSC.mm10.knownGene,
SNPlocs.Hsapiens.dbSNP144.GRCh38,
XtraSNPlocs.Hsapiens.dbSNP144.GRCh38, hgu95av2probe, RUnit" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"bslib" "bslib" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.5.1" NA "R (>= 2.10)" "grDevices, htmltools (>= 0.5.1), jsonlite, sass (>= 0.4.0),
jquerylib (>= 0.1.3), rlang, magrittr" NA "shiny (>= 1.6.0), rmarkdown (>= 2.7), thematic, knitr,
testthat, withr, rappdirs, curl" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"bumphunter" "bumphunter" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.34.0" NA "R (>= 3.5), S4Vectors (>= 0.9.25), IRanges (>= 2.3.23),
GenomeInfoDb, GenomicRanges, foreach, iterators, methods,
parallel, locfit" "matrixStats, limma, doRNG, BiocGenerics, utils,
GenomicFeatures, AnnotationDbi, stats" NA "testthat, RUnit, doParallel, org.Hs.eg.db,
TxDb.Hsapiens.UCSC.hg19.knownGene" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"BumpyMatrix" "BumpyMatrix" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.0" NA NA "utils, methods, Matrix, S4Vectors, IRanges" NA "BiocStyle, knitr, rmarkdown, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"cachem" "cachem" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.5" NA NA "rlang, fastmap" NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"Cairo" "Cairo" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.5-12.2" NA "R (>= 2.4.0)" "grDevices, graphics" NA "png" "FastRWeb" "GPL-2" NA NA NA NA "yes" "4.1.0"
"callr" "callr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.7.0" NA NA "processx (>= 3.5.0), R6, utils" NA "cli, covr, ps, rprojroot, spelling, testthat, withr (>=
2.3.0)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"cancerclass" "cancerclass" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.36.0" NA "R (>= 2.14.0), Biobase, binom, methods, stats" NA NA "cancerdata" NA "GPL 3" NA NA NA NA "yes" "4.1.0"
"cancerdata" "cancerdata" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.30.0" NA "R (>= 2.10.1), Biobase" NA NA NA NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"car" "car" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0-10" NA "R (>= 3.5.0), carData (>= 3.0-0)" "abind, MASS, mgcv, nnet, pbkrtest (>= 0.4-4), quantreg,
grDevices, utils, stats, graphics, maptools, rio, lme4, nlme" NA "alr4, boot, coxme, knitr, leaps, lmtest, Matrix,
MatrixModels, rgl (>= 0.93.960), sandwich, SparseM, survival,
survey" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"carData" "carData" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.0-4" NA "R (>= 3.5.0)" NA NA NA NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"caret" "caret" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "6.0-88" NA "R (>= 3.2.0), lattice (>= 0.20), ggplot2" "foreach, methods, plyr, ModelMetrics (>= 1.2.2.2), nlme,
reshape2, stats, stats4, utils, grDevices, recipes (>= 0.1.10),
withr (>= 2.0.0), pROC," NA "BradleyTerry2, e1071, earth (>= 2.2-3), fastICA, gam (>=
1.15), ipred, kernlab, knitr, klaR, MASS, ellipse, Matrix, mda,
mgcv, mlbench, MLmetrics, nnet, party (>= 0.9-99992), pls,
proxy, randomForest, RANN, rmarkdown, spls, subselect, pamr,
superpc, Cubist, testthat (>= 0.9.1), rpart, dplyr, covr" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"Category" "Category" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.58.0" NA "methods, stats4, BiocGenerics, AnnotationDbi, Biobase, Matrix" "utils, stats, graph, RBGL, GSEABase, genefilter, annotate, DBI" NA "EBarrays, ALL, Rgraphviz, RColorBrewer, xtable (>= 1.4-6),
hgu95av2.db, KEGGREST, karyoploteR, geneplotter, limma,
lattice, RUnit, org.Sc.sgd.db, GOstats, GO.db" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"caTools" "caTools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.18.2" NA "R (>= 3.6.0)" "bitops" NA "MASS, rpart" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"cccd" "cccd" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.5" NA "igraph" "proxy, deldir, FNN" NA "Matrix" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"celldex" "celldex" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA "SummarizedExperiment" "utils, ExperimentHub, AnnotationHub, AnnotationDbi, S4Vectors,
DelayedArray, DelayedMatrixStats" NA "testthat, knitr, rmarkdown, BiocStyle, DT" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"cellranger" "cellranger" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA "R (>= 3.0.0)" "rematch, tibble" NA "covr, testthat (>= 1.0.0), knitr, rmarkdown" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"checkmate" "checkmate" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.0" NA "R (>= 3.0.0)" "backports (>= 1.1.0), utils" NA "R6, fastmatch, data.table (>= 1.9.8), devtools, ggplot2,
knitr, magrittr, microbenchmark, rmarkdown, testthat (>=
0.11.0), tinytest (>= 1.1.0), tibble" NA "BSD_3_clause + file LICENSE" NA NA NA NA "yes" "4.1.0"
"checkpoint" "checkpoint" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.10" NA "R(>= 3.0.0)" "utils" NA "knitr, rmarkdown, testthat(>= 0.9), MASS, darts, mockery, cli" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"circlize" "circlize" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.12" NA "R (>= 3.0.0), graphics" "GlobalOptions (>= 0.1.2), shape, grDevices, utils, stats,
colorspace, methods, grid" NA "knitr, dendextend (>= 1.0.1), ComplexHeatmap (>= 2.0.0),
gridBase, png, markdown, bezier" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"classInt" "classInt" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4-3" NA "R (>= 2.2)" "grDevices, stats, graphics, e1071, class, KernSmooth" NA "spData (>= 0.2.6.2), units, knitr, rmarkdown" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"cli" "cli" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.5.0" NA "R (>= 2.10)" "glue, utils" NA "callr, covr, grDevices, htmlwidgets, knitr, methods, mockery,
ps (>= 1.3.4.9000), rmarkdown, rstudioapi, prettycode (>=
1.1.0), testthat, tibble, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"clipr" "clipr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.7.1" NA NA "utils" NA "covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"clisymbols" "clisymbols" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA NA NA NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"clue" "clue" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3-59" NA "R (>= 3.2.0)" "stats, cluster, graphics, methods" NA "e1071, lpSolve (>= 5.5.7), quadprog (>= 1.4-8), relations" "RWeka, ape, cba, cclust, flexclust, flexmix, kernlab, mclust,
movMF, modeltools" "GPL-2" NA NA NA NA "yes" "4.1.0"
"cluster" "cluster" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.2" "recommended" "R (>= 3.4.0)" "graphics, grDevices, stats, utils" NA "MASS, Matrix" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"clusterProfiler" "clusterProfiler" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.0.0" NA "R (>= 3.5.0)" "AnnotationDbi, downloader, DOSE (>= 3.13.1), dplyr, enrichplot
(>= 1.9.3), GO.db, GOSemSim, magrittr, methods, plyr, qvalue,
rlang, rvcheck, stats, tidyr, utils" NA "AnnotationHub, knitr, rmarkdown, org.Hs.eg.db, prettydoc,
ReactomePA, testthat" NA "Artistic-2.0" NA NA NA NA "no" "4.1.0"
"ClusterR" "ClusterR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.5" NA "R(>= 3.2), gtools" "Rcpp (>= 0.12.5), graphics, grDevices, utils, stats, gmp,
ggplot2" "Rcpp, RcppArmadillo (>= 0.9.1)" "OpenImageR, FD, testthat, covr, knitr, rmarkdown" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"ClustOfVar" "ClustOfVar" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1" NA "R (>= 3.0.0)" "PCAmixdata" NA NA NA "GPL (>= 2.0)" NA NA NA NA "no" "4.1.0"
"clustree" "clustree" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.4.3" NA "R (>= 3.5), ggraph" "checkmate, igraph, dplyr, grid, ggplot2, viridis, methods,
rlang, tidygraph, ggrepel" NA "testthat (>= 2.1.0), knitr, rmarkdown, SingleCellExperiment,
Seurat (>= 2.3.0), covr, SummarizedExperiment, pkgdown,
spelling" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"cmprsk" "cmprsk" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.2-10" NA "R (>= 3.0.0), survival" NA NA NA NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"coda" "coda" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.19-4" NA "R (>= 2.14.0)" "lattice" NA NA NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"CodeDepends" "CodeDepends" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.6.5" NA "methods" "codetools, graph, XML, utils" NA "Rgraphviz, RUnit, knitr, highlight, RJSONIO, RCurl, Rcpp" NA "GPL" NA NA NA NA "no" "4.1.0"
"codetools" "codetools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2-18" "recommended" "R (>= 2.1)" NA NA NA NA "GPL" NA NA NA NA "no" "4.1.0"
"collections" "collections" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3.5" NA NA NA NA "covr (>= 3.4.0), testthat (>= 2.3.1)" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"colorspace" "colorspace" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0-1" NA "R (>= 3.0.0), methods" "graphics, grDevices, stats" NA "datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson" NA "BSD_3_clause + file LICENSE" NA NA NA NA "yes" "4.1.0"
"colourpicker" "colourpicker" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA "R (>= 3.1.0)" "ggplot2, htmltools, htmlwidgets (>= 0.7), jsonlite, miniUI (>=
0.1.1), shiny (>= 0.11.1), shinyjs (>= 2.0.0), utils" NA "knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5),
shinydisconnect" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"combinat" "combinat" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.0-8" NA NA NA NA NA NA "GPL-2" NA NA NA NA NA "4.1.0"
"commonmark" "commonmark" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.7" NA NA NA NA "curl, testthat, xml2" NA "BSD_2_clause + file LICENSE" NA NA NA NA "yes" "4.1.0"
"ComplexHeatmap" "ComplexHeatmap" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.8.0" NA "R (>= 3.5.0), methods, grid, graphics, stats, grDevices" "circlize (>= 0.4.5), GetoptLong, colorspace, clue,
RColorBrewer, GlobalOptions (>= 0.1.0), png, Cairo, digest,
IRanges, matrixStats, foreach, doParallel" NA "testthat (>= 1.0.0), knitr, markdown, dendsort, jpeg, tiff,
fastcluster, EnrichedHeatmap, dendextend (>= 1.0.1), grImport,
grImport2, glue, GenomicRanges, gridtext, pheatmap (>= 1.0.12),
gridGraphics, gplots" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"conflicted" "conflicted" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.4" NA "R (>= 3.2)" "rlang (>= 0.3.4), memoise" NA "covr, crayon, dplyr, pkgdown, testthat" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"conquer" "conquer" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0.2" NA "R (>= 3.5.0)" "Rcpp (>= 1.0.3), Matrix, matrixStats, stats" "Rcpp, RcppArmadillo (>= 0.9.850.1.0)" NA NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"ConsensusClusterPlus" "ConsensusClusterPlus" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.56.0" NA NA "Biobase, ALL, graphics, stats, utils, cluster" NA NA NA "GPL version 2" NA NA NA NA "no" "4.1.0"
"contrast" "contrast" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.22" NA "R (>= 2.10)" "nlme, sandwich, rms" NA "knitr, kableExtra, dplyr, ggplot2, tidyr, rmarkdown,
testthat, covr, geepack" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"coop" "coop" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.6-2" NA "R (>= 3.1.0)" NA NA "memuse" "slam (>= 0.1.32), Matrix" "BSD 2-clause License + file LICENSE" NA NA NA NA "yes" "4.1.0"
"corral" "corral" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA NA "ggplot2, ggthemes, grDevices, gridExtra, irlba, Matrix,
methods, MultiAssayExperiment, pals, SingleCellExperiment,
SummarizedExperiment, transport" NA "ade4, BiocStyle, CellBench, DuoClustering2018, knitr,
testthat" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"corrplot" "corrplot" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.88" NA NA NA NA "knitr, RColorBrewer, rmarkdown, prettydoc, testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"covr" "covr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.5.1" NA "R (>= 3.1.0), methods" "digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml" NA "R6, curl, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"cowplot" "cowplot" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA "R (>= 3.5.0)" "ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales" NA "Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram" NA "GPL-2" NA NA NA NA "no" "4.1.0"
"cpp11" "cpp11" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2.7" NA NA NA NA "bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, testthat,
tibble, utils, vctrs, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"crayon" "crayon" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.4.1" NA NA "grDevices, methods, utils" NA "mockery, rstudioapi, testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"credentials" "credentials" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.0" NA NA "openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass" NA "testthat, knitr, rmarkdown" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"crosstalk" "crosstalk" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA NA "htmltools (>= 0.3.6), jsonlite, lazyeval, R6" NA "shiny, ggplot2, testthat (>= 2.1.0)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"csodata" "csodata" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA NA "dplyr, httr, jsonlite, reshape2, rjstat, R.cache, sf" NA "knitr, rmarkdown, tmap, viridisLite" NA "GPL-3" NA NA NA NA "no" "4.1.0"
"csSAM" "csSAM" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.4" NA "R (>= 2.15), compiler" NA NA NA NA "LGPL" NA NA NA NA "no" "4.1.0"
"cubature" "cubature" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0.4.2" NA NA "Rcpp" "Rcpp" "testthat, knitr, mvtnorm, benchr, rmarkdown" NA "GPL-3" NA NA NA NA "yes" "4.1.0"
"cumstats" "cumstats" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0" NA NA NA NA NA NA "GPL-3" NA NA NA NA "no" "4.1.0"
"curl" "curl" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.3.1" NA "R (>= 3.0.0)" NA NA "spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"cyclocomp" "cyclocomp" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA NA "callr, crayon, desc, remotes, withr" NA "testthat" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"d3Network" "d3Network" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.5.2.1" NA "R (>= 3.0.0)" "plyr, rjson, whisker" NA "RCurl" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"data.table" "data.table" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.14.0" NA "R (>= 3.1.0)" "methods" NA "bit64 (>= 4.0.0), bit (>= 4.0.4), curl, R.utils, xts,
nanotime, zoo (>= 1.8-1), yaml, knitr, rmarkdown" NA "MPL-2.0 | file LICENSE" NA NA NA NA "yes" "4.1.0"
"datasauRus" "datasauRus" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.4" NA "R (>= 3.0.0)" NA NA "covr, testthat, knitr, rmarkdown, ggplot2, dplyr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"DBI" "DBI" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.1" NA "methods, R (>= 3.0.0)" NA NA "blob, covr, dbplyr, dplyr, glue, hms, knitr, magrittr,
rmarkdown, rprojroot, RMariaDB, RSQLite (>= 1.1-2), testthat,
xml2" NA "LGPL (>= 2.1)" NA NA NA NA "no" "4.1.0"
"dbplyr" "dbplyr" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.1.1" NA "R (>= 3.1)" "assertthat (>= 0.2.0), blob (>= 1.2.0), DBI (>= 1.0.0), dplyr
(>= 1.0.4), ellipsis, glue (>= 1.2.0), lifecycle (>= 1.0.0),
magrittr, methods, purrr (>= 0.2.5), R6 (>= 2.2.2), rlang (>=
0.2.0), tibble (>= 1.4.2), tidyselect (>= 0.2.4), utils, vctrs,
withr" NA "bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.1.0), testthat (>= 3.0.2), tidyr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"DDRTree" "DDRTree" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.1.5" NA "irlba" "Rcpp" "Rcpp, RcppEigen, BH" NA NA "Artistic License 2.0" NA NA NA NA "yes" "4.1.0"
"debugme" "debugme" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.1.0" NA NA "crayon, grDevices" NA "covr, mockery, R6, testthat, withr" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"DelayedArray" "DelayedArray" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.18.0" NA "R (>= 4.0.0), methods, stats4, Matrix, BiocGenerics (>=
0.37.0), MatrixGenerics (>= 1.1.3), S4Vectors (>= 0.27.2),
IRanges (>= 2.17.3)" "stats" "S4Vectors" "BiocParallel, HDF5Array (>= 1.17.12), genefilter,
SummarizedExperiment, airway, lobstr, DelayedMatrixStats,
knitr, rmarkdown, BiocStyle, RUnit" NA "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
"DelayedMatrixStats" "DelayedMatrixStats" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.14.0" NA "MatrixGenerics, DelayedArray (>= 0.17.6)" "methods, matrixStats (>= 0.56.0), sparseMatrixStats, Matrix,
S4Vectors (>= 0.17.5), IRanges (>= 2.25.10)" NA "testthat, knitr, rmarkdown, covr, BiocStyle, microbenchmark,
profmem, HDF5Array" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"deldir" "deldir" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.2-10" NA "R (>= 3.5.0)" "graphics, grDevices" NA "polyclip" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"dendextend" "dendextend" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.15.1" NA "R (>= 3.0.0)" "utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis" NA "knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, dynamicTreeCut, pvclust,
corrplot, DendSer, MASS, cluster, fpc, circlize (>= 0.2.5),
covr" "ggdendro, dendroextras, Hmisc, data.table, rpart" "GPL-2 | GPL-3" NA NA NA NA "no" "4.1.0"
"densityClust" "densityClust" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.3" NA NA "Rcpp, FNN, Rtsne, ggplot2, ggrepel, grDevices, gridExtra,
RColorBrewer" "Rcpp" "testthat" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"densvis" "densvis" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.2.0" NA NA "Rcpp, basilisk, assertthat, reticulate" "Rcpp" "knitr, rmarkdown, BiocStyle, ggplot2, Rtsne, uwot, testthat" NA "MIT + file LICENSE" NA NA NA NA "yes" "4.1.0"
"DEoptimR" "DEoptimR" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.0-8" NA NA "stats" NA NA "robustbase" "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"Deriv" "Deriv" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "4.1.3" NA NA "methods" NA "testthat" NA "GPL (>= 3)" NA NA NA NA "no" "4.1.0"
"desc" "desc" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.3.0" NA "R (>= 3.1.0)" "utils, R6, crayon, rprojroot" NA "covr, testthat, whoami, withr, spelling, gh" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"DescTools" "DescTools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.99.41" NA "base, stats, R (>= 3.6.0)" "graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact, gld, data.table" "Rcpp, BH" "RDCOMClient, tcltk, VGAM, R.rsp" NA "GPL (>= 2)" NA NA NA NA "yes" "4.1.0"
"DESeq2" "DESeq2" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "1.32.0" NA "S4Vectors (>= 0.23.18), IRanges, GenomicRanges,
SummarizedExperiment (>= 1.1.6)" "BiocGenerics (>= 0.7.5), Biobase, BiocParallel, genefilter,
methods, stats4, locfit, geneplotter, ggplot2, Rcpp (>= 0.11.0)" "Rcpp, RcppArmadillo" "testthat, knitr, rmarkdown, vsn, pheatmap, RColorBrewer,
apeglm, ashr, tximport, tximeta, tximportData, readr, pbapply,
airway, pasilla (>= 0.2.10), glmGamPoi, BiocManager" NA "LGPL (>= 3)" NA NA NA NA "yes" "4.1.0"
"devtools" "devtools" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.4.1" NA "R (>= 3.0.2), usethis (>= 2.0.1)" "callr (>= 3.6.0), cli (>= 2.4.0), desc (>= 1.3.0), ellipsis
(>= 0.3.1), fs (>= 1.5.0), httr (>= 1.4.2), lifecycle (>=
1.0.0), memoise (>= 2.0.0), pkgbuild (>= 1.2.0), pkgload (>=
1.2.1), rcmdcheck (>= 1.3.3), remotes (>= 2.3.0), rlang (>=
0.4.10), roxygen2 (>= 7.1.1), rstudioapi (>= 0.13), rversions
(>= 2.0.2), sessioninfo (>= 1.1.1), stats, testthat (>= 3.0.2),
tools, utils, withr (>= 2.4.1)" NA "BiocManager (>= 1.30.12), covr (>= 3.5.1), curl (>= 4.3),
digest (>= 0.6.27), DT (>= 0.17), foghorn (>= 1.3.2), gh (>=
1.2.1), gmailr (>= 1.0.0), knitr (>= 1.31), lintr (>= 2.0.1),
MASS, mockery (>= 0.4.2), pingr (>= 2.0.1), pkgdown (>= 1.6.1),
rhub (>= 1.1.1), rmarkdown (>= 2.7), spelling (>= 2.2)" NA "MIT + file LICENSE" NA NA NA NA "no" "4.1.0"
"dfidx" "dfidx" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "0.0-4" NA "R (>= 2.10)" "dplyr, Formula" NA "knitr, rmarkdown, AER, mlogit, plm" NA "GPL (>= 2)" NA NA NA NA "no" "4.1.0"
"dichromat" "dichromat" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "2.0-0" NA "R (>= 2.10), stats" NA NA NA NA "GPL-2" NA NA NA NA NA "4.1.0"
"DiffBind" "DiffBind" "/home/alan/R/x86_64-pc-linux-gnu-library/4.1" "3.2.0" NA "R (>= 4.0), GenomicRanges, SummarizedExperiment" "RColorBrewer, amap, gplots, grDevices, limma,
GenomicAlignments, locfit, stats, utils, IRanges, lattice,
systemPipeR, tools, Rcpp, dplyr, ggplot2, BiocParallel,
parallel, S4Vectors, Rsamtools (>= 2.0), DESeq2, methods,
graphics, ggrepel, apeglm, ashr, GreyListChIP" "Rhtslib (>= 1.15.3), Rcpp" "BiocStyle, testthat, xtable" "rgl, XLConnect, edgeR, csaw, BSgenome, GenomeInfoDb,
profileplyr, rtracklayer, grid" "Artistic-2.0" NA NA NA NA "yes" "4.1.0"
